"","year","size_sex","AVG_BT","TEMP_OCC"
"99",2004,"male61to90",2.01690135437943,0.391438744921399
"100",2004,"male91to120",2.01690135437943,1.74298764621568
"101",2004,"mature_female",2.01690135437943,1.35154771765309
"102",2004,"pop",2.01690135437943,1.24929174085286
"103",2005,"immature_female",2.17380413681698,1.77089566112422
"104",2005,"male31to60",2.17380413681698,1.15033359563121
"105",2005,"male61to90",2.17380413681698,0.954036026001446
"106",2005,"male91to120",2.17380413681698,2.67695306048963
"107",2005,"mature_female",2.17380413681698,1.92152407529629
"108",2005,"pop",2.17380413681698,1.54372960314637
"109",2006,"immature_female",0.440093448963703,-1.03776210018824
"110",2006,"male31to60",0.440093448963703,-1.02816378219531
"111",2006,"male61to90",0.440093448963703,-0.686509559657188
"112",2006,"male91to120",0.440093448963703,-0.455505806702836
"113",2006,"mature_female",0.440093448963703,0.502404931630535
"114",2006,"pop",0.440093448963703,-0.429057970117129
"115",2007,"immature_female",0.255944055944056,-1.01036772423921
"116",2007,"male31to60",0.255944055944056,-1.02923077468438
"117",2007,"male61to90",0.255944055944056,-0.399018937152672
"118",2007,"male91to120",0.255944055944056,-0.142451014747242
"119",2007,"mature_female",0.255944055944056,0.176685669686951
"120",2007,"pop",0.255944055944056,-0.412891302635266
"121",2008,"immature_female",0.0888111888111888,-1.18562951847018
"122",2008,"male31to60",0.0888111888111888,-1.15784360492168
"123",2008,"male61to90",0.0888111888111888,-0.569237182630699
"124",2008,"male91to120",0.0888111888111888,0.283279694557534
"125",2008,"mature_female",0.0888111888111888,0.457462017241134
"126",2008,"pop",0.0888111888111888,-0.0936135235968201
"127",2009,"immature_female",0.00699300699300699,-1.33604293740138
"128",2009,"male31to60",0.00699300699300699,-1.28206169577881
"129",2009,"male61to90",0.00699300699300699,-0.176367682280004
"130",2009,"male91to120",0.00699300699300699,0.389134500365517
"131",2009,"mature_female",0.00699300699300699,0.392131807745636
"132",2009,"pop",0.00699300699300699,-0.565377234806642
"133",2010,"immature_female",0.27972027972028,-0.403054932341988
"134",2010,"male31to60",0.27972027972028,-0.262072293804141
"135",2010,"male61to90",0.27972027972028,0.275735308693013
"136",2010,"male91to120",0.27972027972028,0.974828660561998
"137",2010,"mature_female",0.27972027972028,0.142672502790159
"138",2010,"pop",0.27972027972028,-0.158734615018076
"139",2011,"immature_female",1.26433566433566,0.610458530056763
"140",2011,"male31to60",1.26433566433566,0.454675870548685
"141",2011,"male61to90",1.26433566433566,1.20565359790007
"142",2011,"male91to120",1.26433566433566,2.08277654859066
"143",2011,"mature_female",1.26433566433566,1.425191741365
"144",2011,"pop",1.26433566433566,1.06673659322606
"145",2012,"immature_female",-0.174060067997635,-0.751186936505634
"146",2012,"male31to60",-0.174060067997635,-1.00359628151752
"147",2012,"male61to90",-0.174060067997635,-0.202866184284659
"148",2012,"male91to120",-0.174060067997635,0.368619892825763
"149",2012,"mature_female",-0.174060067997635,0.23719678721451
"150",2012,"pop",-0.174060067997635,-0.281392552060701
"151",2013,"immature_female",0.186713286713287,-0.80826675978374
"152",2013,"male31to60",0.186713286713287,-0.922954056381834
"153",2013,"male61to90",0.186713286713287,0.121011374271679
"154",2013,"male91to120",0.186713286713287,1.10215085568582
"155",2013,"mature_female",0.186713286713287,0.788177600984654
"156",2013,"pop",0.186713286713287,-0.0111223340311979
"157",2014,"immature_female",1.58111888111888,1.24163385325228
"158",2014,"male31to60",1.58111888111888,0.549331127858008
"159",2014,"male61to90",1.58111888111888,1.51287479468825
"160",2014,"male91to120",1.58111888111888,2.5760055047274
"161",2014,"mature_female",1.58111888111888,2.30156922675045
"162",2014,"pop",1.58111888111888,1.65852810383452
"163",2015,"immature_female",1.34825174825175,-0.765524418579067
"164",2015,"male31to60",1.34825174825175,-0.703268376875054
"165",2015,"male61to90",1.34825174825175,0.458125988144947
"166",2015,"male91to120",1.34825174825175,1.97722433371582
"167",2015,"mature_female",1.34825174825175,1.86266232672593
"168",2015,"pop",1.34825174825175,0.194007313831964
"169",2016,"immature_female",2.62587412587413,-0.161206136331199
"170",2016,"male31to60",2.62587412587413,-0.162551480494408
"171",2016,"male61to90",2.62587412587413,2.59442152828422
"172",2016,"male91to120",2.62587412587413,2.82152953008772
"173",2016,"mature_female",2.62587412587413,2.74256212406249
"174",2016,"pop",2.62587412587413,0.409684506232343
"175",2017,"immature_female",1.38671328671329,-0.716599711933322
"176",2017,"male31to60",1.38671328671329,-0.429896711281386
"177",2017,"male61to90",1.38671328671329,0.697664012805954
"178",2017,"male91to120",1.38671328671329,1.65324678935819
"179",2017,"mature_female",1.38671328671329,1.03341672139546
"180",2017,"pop",1.38671328671329,-0.00678465055834451
"181",2018,"immature_female",3.41048951048951,2.8048239890053
"182",2018,"male31to60",3.41048951048951,2.81326916245113
"183",2018,"male61to90",3.41048951048951,3.09507539569167
"184",2018,"male91to120",3.41048951048951,3.61595323602943
"185",2018,"mature_female",3.41048951048951,3.10831821333732
"186",2018,"pop",3.41048951048951,2.95834048484359
"187",2019,"immature_female",3.07832167832168,0.768939084446065
"188",2019,"male31to60",3.07832167832168,1.73191419955879
"189",2019,"male61to90",3.07832167832168,2.1361111346444
"190",2019,"male91to120",3.07832167832168,2.58832273736064
"191",2019,"mature_female",3.07832167832168,2.49336014982442
"192",2019,"pop",3.07832167832168,2.26223961894968
